Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID,read_dates,genres
48484,"Blindsight (Firefall, #1)",Peter Watts,"Watts, Peter",,0765312182,9780765312181,5,4.01,Tor Books,Hardcover,384,2006,2006,2010/01/01,2015/08/18,,,read,,,,1,,,0,,,,,,",2010-01-01",Science Fiction|1138;Fiction|407;Horror|171
101635,"Swords of the Legion (The Videssos Cycle, #4)",Harry Turtledove,"Turtledove, Harry",,0345330706,9780345330703,0,3.98,Del Rey Books,Paperback,394,1987,1987,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Fantasy|104;Fiction|11;Science Fiction|10;Science Fiction,Alternate History|9;Historical,Historical Fiction|8"
101549,"The Legion of Videssos (The Videssos Cycle, #3)",Harry Turtledove,"Turtledove, Harry",,0345330692,9780345330697,0,3.93,Del Rey Books,Paperback,413,1987,1987,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Fantasy|107;Historical,Historical Fiction|11;Fiction|11;Science Fiction|8;Science Fiction,Alternate History|6"
101612,"An Emperor for the Legion (The Videssos Cycle, #2)",Harry Turtledove,"Turtledove, Harry",,0345330684,9780345330680,0,3.92,Del Rey,Paperback,322,1987,1987,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Fantasy|80;Fiction|14;Science Fiction,Alternate History|12;Science Fiction|11;Historical,Historical Fiction|10"
974209,"The Misplaced Legion (The Videssos Cycle, #1)",Harry Turtledove,"Turtledove, Harry",,0345330676,9780345330673,0,3.91,Del Rey,Paperback,323,1987,1987,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Fantasy|178;Science Fiction,Alternate History|19;Science Fiction|16;Historical,Historical Fiction|16;Fiction|16"
77427,H.M.S. Surprise (Aubrey & Maturin #3),Patrick O'Brian,"O'Brian, Patrick",,0393307611,9780393307610,3,4.42,W.W. Norton,Paperback,379,1991,1973,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Historical,Historical Fiction|723;Fiction|407;Historical|142;Adventure|99"
77432,Post Captain (Aubrey & Maturin #2),Patrick O'Brian,"O'Brian, Patrick",,0393307069,9780393307061,3,4.29,W. W. Norton  Company,Paperback,527,1990,1972,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Historical,Historical Fiction|833;Fiction|485;Historical|171;Adventure|108"
77430,"Master and Commander (Aubrey & Maturin, #1)",Patrick O'Brian,"O'Brian, Patrick",,0393307050,9780393307054,3,4.1,W. W. Norton  Company,Paperback,464,1990,1970,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Historical,Historical Fiction|1775;Fiction|1208;Historical|367;Adventure|307;Classics|140"
2564523,"Halting State (Halting State, #1)",Charles Stross,"Stross, Charles",,0441016073,9780441016075,0,3.79,Ace,Mass Market Paperback,324,2008,2007,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|513;Fiction|185;Science Fiction,Cyberpunk|117;Mystery|58"
218460,The Integral Trees / The Smoke Ring,Larry Niven,"Niven, Larry",,0345460367,9780345460363,4,3.71,Del Rey Books,Paperback,459,2003,1983,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01",Science Fiction|142;Fiction|40;Fantasy|10;Science Fiction Fantasy|9
939740,"The Integral Trees (The State, #2)",Larry Niven,"Niven, Larry",,0345320654,9780345320650,4,3.76,Del Rey,Mass Market Paperback,272,1985,1983,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01",Science Fiction|343;Fiction|48
35147,The Man Who Used the Universe,Alan Dean Foster,"Foster, Alan Dean",,1587150492,9781587150494,0,3.87,Wildside Press,Paperback,320,1999,1983,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01",Science Fiction|46;Fiction|17
288757,"Local Custom (Liaden Universe, #5)",Sharon Lee,"Lee, Sharon",Steve Miller,0441009115,9780441009114,2,4.28,Ace,Paperback,320,2002,2002,2010/01/01,2015/08/18,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|122;Romance|58;Space,Space Opera|42;Fiction|23"
288768,"Scout's Progress (Liaden Universe, #6)",Sharon Lee,"Lee, Sharon",Steve Miller,0441009271,9780441009275,2,4.4,Ace,Paperback,320,2002,2002,2010/01/01,2015/08/18,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|113;Space,Space Opera|44;Romance|31;Fiction|22"
1103880,"Conflict of Honors (Liaden Universe, #8)",Sharon Lee,"Lee, Sharon",Steve Miller,0441009646,9780441009640,2,4.31,Ace,Paperback,320,2002,1988,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|127;Space,Space Opera|48;Romance|30;Fiction|23"
288771,"Agent of Change (Liaden Universe, #9)",Sharon Lee,"Lee, Sharon",Steve Miller,0441009913,9780441009916,2,4.17,Ace,Paperback,320,2002,1988,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|222;Space,Space Opera|65;Romance|56;Fiction|37"
1103881,"Carpe Diem (Liaden Universe, #10)",Sharon Lee,"Lee, Sharon",Steve Miller,0441010229,9780441010226,2,4.36,Ace,Paperback,336,2003,1989,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|113;Space,Space Opera|43;Romance|26;Fiction|23"
288766,"Plan B (Liaden Universe, #11)",Sharon Lee,"Lee, Sharon",Steve Miller,0441010539,9780441010530,2,4.41,Ace,Paperback,336,2003,1999,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|110;Space,Space Opera|47;Fiction|24;Fantasy|20"
1103876,"I Dare (Liaden Universe, #13)",Sharon Lee,"Lee, Sharon",Steve Miller,1892065037,9781892065032,2,4.52,Meisha Merlin Publishing,Paperback,480,2007,2002,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|105;Space,Space Opera|41;Fiction|19;Fantasy|18"
57009,"Deliverer (Foreigner, #9)",C.J. Cherryh,"Cherryh, C.J.",,0756404142,9780756404147,5,4.24,DAW,Hardcover,357,2007,2007,2010/01/01,2013/09/26,,,read,,,,1,,,0,,,,,,",2010-01-01",Science Fiction|141;Fiction|29;Fantasy|16
57010,"Pretender (Foreigner, #8)",C.J. Cherryh,"Cherryh, C.J.",,0756404088,9780756404086,5,4.25,DAW,Paperback,416,2007,2006,2010/01/01,2013/09/26,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|141;Fiction|29;Fantasy|14;Space,Space Opera|14"
126487,"Destroyer (Foreigner, #7)",C.J. Cherryh,"Cherryh, C.J.",,0756403332,9780756403331,5,4.21,DAW,Paperback,416,2006,2003,2010/01/01,2013/09/26,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|155;Fiction|35;Space,Space Opera|16"
156784,Permutation City (Subjective Cosmology #2),Greg Egan,"Egan, Greg",,006105481X,9780061054815,4,4.08,HarperPrism,Paperback,352,1995,1994,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|366;Fiction|179;Science Fiction,Cyberpunk|53"
340819,Blood Music,Greg Bear,"Bear, Greg",,1596871067,9781596871069,3,3.81,iBooks,Paperback,344,2005,1985,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01",Science Fiction|612;Fiction|162
60211,"The Shadow of the Torturer (The Book of the New Sun, #1)",Gene Wolfe,"Wolfe, Gene",,0671540661,9780671540661,4,3.8,Pocket Books,Paperback,262,1984,1980,2010/01/01,2015/04/06,,,read,,,,1,,,0,,,,,,",2010-01-01",Fantasy|1350;Science Fiction|485;Fiction|257
463376,"The Claw of the Conciliator (The Book of the New Sun, #2)",Gene Wolfe,"Wolfe, Gene",,0671416162,9780671416164,4,3.98,Pocket,Paperback,303,1982,1981,2010/01/01,2015/04/06,,,read,,,,1,,,0,,,,,,",2010-01-01",Fantasy|547;Science Fiction|257;Fiction|116
463378,"The Sword of the Lictor (The Book of the New Sun, #3)",Gene Wolfe,"Wolfe, Gene",,0671631934,9780671631932,4,4.16,Timescape Books,Hardcover,279,1981,1982,2010/01/01,2015/04/06,,,read,,,,1,,,0,,,,,,",2010-01-01",Fantasy|387;Science Fiction|195;Fiction|90
299758,"The Citadel of the Autarch (The Book of the New Sun, #4)",Gene Wolfe,"Wolfe, Gene",,0671496662,9780671496661,4,4.21,Timescape Books,Paperback,330,1983,1983,2010/01/01,2015/04/06,,,read,,,,1,,,0,,,,,,",2010-01-01",Fantasy|353;Science Fiction|183;Fiction|88
3227063,"The Way of Shadows (Night Angel, #1)",Brent Weeks,"Weeks, Brent",,0316033677,9780316033671,3,4.15,Orbit,Mass Market Paperback,645,2008,2008,2010/01/01,2015/04/06,,,read,,,,1,,,0,,,,,,",2010-01-01","Fantasy|6554;Fiction|535;Fantasy,Epic Fantasy|300;Fantasy,Magic|282"
3754026,"Beyond the Shadows (Night Angel, #3)",Brent Weeks,"Weeks, Brent",,0316033669,9780316033664,3,4.28,Orbit,Mass Market Paperback,689,2008,2008,2010/01/01,2015/04/06,,,read,,,,1,,,0,,,,,,",2010-01-01","Fantasy|3610;Fiction|277;Fantasy,Epic Fantasy|198;Fantasy,Magic|141"
3754016,"Shadow's Edge (Night Angel, #2)",Brent Weeks,"Weeks, Brent",,0316033650,9780316033657,3,4.27,Orbit,Mass Market Paperback,636,2008,2008,2010/01/01,2015/04/06,,,read,,,,1,,,0,,,,,,",2010-01-01","Fantasy|3894;Fiction|286;Fantasy,Epic Fantasy|201;Fantasy,Magic|153"
328907,"Sharpe's Tiger (Sharpe, #1)",Bernard Cornwell,"Cornwell, Bernard",,0060932309,9780060932305,3,4.11,HarperPerennial,Paperback,385,2003,1997,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Historical,Historical Fiction|1064;Fiction|334;Historical|178;Adventure|99;War|96;War,Military Fiction|66"
328936,"Sharpe's Triumph (Sharpe, #2)",Bernard Cornwell,"Cornwell, Bernard",,0060951974,9780060951979,3,4.11,Harper Paperbacks,Paperback,368,2012,1998,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Historical,Historical Fiction|704;Fiction|218;Historical|119;War|70;Adventure|58;War,Military Fiction|42"
157180,"Sharpe's Fortress (Sharpe, #3)",Bernard Cornwell,"Cornwell, Bernard",,0061012718,9780061012716,3,4.16,HarperTorch,Paperback,400,2005,1999,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Historical,Historical Fiction|605;Fiction|169;Historical|110;War|56;Adventure|49"
62901,"Sharpe's Trafalgar (Sharpe, #4)",Bernard Cornwell,"Cornwell, Bernard",,0061098620,9780061098628,3,4.08,Harper Paperbacks,Paperback,320,2012,2000,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Historical,Historical Fiction|593;Fiction|170;Historical|101;War|48;Adventure|47"
492919,"Sharpe's Prey (Sharpe, #5)",Bernard Cornwell,"Cornwell, Bernard",,,,3,4.05,Harper Collins,,261,,2000,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Historical,Historical Fiction|552;Fiction|146;Historical|98;War|45;Adventure|37"
360562,"Sharpe's Rifles (Sharpe, #6)",Bernard Cornwell,"Cornwell, Bernard",,0140294295,9780140294293,3,4.24,Penguin Books,Paperback,304,2001,1988,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Historical,Historical Fiction|683;Fiction|197;Historical|118;War|56;Adventure|53;War,Military Fiction|43"
564547,"Sharpe's Havoc (Sharpe, #7)",Bernard Cornwell,"Cornwell, Bernard",,0007120125,9780007120123,3,4.1,Harper Collins Publishers,Paperback,370,2003,2003,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Historical,Historical Fiction|491;Fiction|140;Historical|92;War|38;Adventure|33"
557307,"Sharpe's Eagle (Sharpe, #8)",Bernard Cornwell,"Cornwell, Bernard",,0451212576,9780451212573,3,4.26,Signet,Paperback,288,2004,1981,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Historical,Historical Fiction|621;Fiction|192;Historical|60;War|57;Adventure|45"
108386,"Sharpe's Gold (Sharpe, #9)",Bernard Cornwell,"Cornwell, Bernard",,0451213416,9780451213419,3,4.08,Signet,Paperback,256,2004,1981,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Historical,Historical Fiction|534;Fiction|143;Historical|85;War|44;Adventure|35"
12009,The Algebraist,Iain M. Banks,"Banks, Iain M.",,1597800449,9781597800440,5,4.02,Night Shade Books,Paperback,434,2006,2004,2010/01/01,2013/09/26,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|756;Fiction|229;Space,Space Opera|106"
7378523,The Writing Life: A Writer's Journal,C.J. Cherryh,"Cherryh, C.J.",,,,0,4.33,Closed Circle Publications,ebook,400,2009,2009,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Language,Writing|2"
7378508,Faery Moon,C.J. Cherryh,"Cherryh, C.J.",,,,5,4.27,Closed Circle Publications,ebook,440,2009,2009,2010/01/01,2013/09/26,,,read,,,,1,,,0,,,,,,",2010-01-01",Fantasy|6;Science Fiction|2
57044,"Fortress of Owls (Fortress, #3)",C.J. Cherryh,"Cherryh, C.J.",,0061020087,9780061020087,4,3.9,Harper Voyager,Paperback,560,2000,1999,2010/01/01,2013/09/26,,,read,,,,1,,,0,,,,,,",2010-01-01",Fantasy|95;Fiction|11;Science Fiction|11;Science Fiction Fantasy|10
57080,"Fortress of Eagles (Fortress, #2)",C.J. Cherryh,"Cherryh, C.J.",,006105710X,9780061057106,4,3.88,Harper Voyager,Paperback,496,1998,1998,2010/01/01,2013/09/26,,,read,,,,1,,,0,,,,,,",2010-01-01",Fantasy|108;Fiction|12;Science Fiction Fantasy|10;Science Fiction|8
57017,"Fortress in the Eye of Time (Fortress, #1)",C.J. Cherryh,"Cherryh, C.J.",,0061056898,9780061056895,4,3.86,Harper Voyager,Paperback,773,1996,1995,2010/01/01,2013/09/26,,,read,,,,1,,,1,,,unspecified,,,",2010-01-01","Fantasy|209;Science Fiction|26;Fiction|23;Fantasy,High Fantasy|19"
57081,Angel with the Sword (Merovingen Nights #0),C.J. Cherryh,"Cherryh, C.J.",,0886771439,9780886771430,4,3.83,DAW,Paperback,302,1986,1985,2010/01/01,2013/09/26,,,read,,,,1,,,0,,,,,,",2010-01-01",Fantasy|105;Science Fiction|31;Fiction|18;Science Fiction Fantasy|10
422452,Against a Dark Background,Iain M. Banks,"Banks, Iain M.",,1857230310,9781857230314,5,4.11,Orbit,Paperback,480,1993,1993,2010/01/01,2013/09/26,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|496;Fiction|138;Space,Space Opera|70"
66861,Stephen Fry's Incomplete and Utter History of Classical Music,Stephen Fry,"Fry, Stephen",Tim Lihoreau,0330438565,9780330438568,0,3.71,Pan Books,Paperback,320,2005,2004,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01",Nonfiction|68;Music|51;History|28;Humor|8
2714607,The Ascent of Money: A Financial History of the World,Niall Ferguson,"Ferguson, Niall",,1594201927,9781594201929,0,3.9,Penguin Press,Hardcover,442,2008,2007,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","History|1146;Economics|816;Nonfiction|587;Economics,Finance|295;Business|256;Currency,Money|62"
32767,At the Mountains of Madness,H.P. Lovecraft,"Lovecraft, H.P.","China Miéville, S.T. Joshi",0812974417,9780812974416,2,3.88,Modern Library,Paperback,138,2005,,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01",Horror|1416;Fiction|453;Classics|398;Science Fiction|343;Fantasy|276
15730101,The Call of Cthulhu,H.P. Lovecraft,"Lovecraft, H.P.",,,,3,4.02,"Amazon Digital Services, Inc.",Kindle Edition,43,2011,1995,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01",Horror|1146;Classics|418;Fiction|383;Fantasy|371;Short Stories|370;Science Fiction|141
1861082,"Fortress (Tom Kelly, #2)",David Drake,"Drake, David",,0812536207,9780812536201,0,3.28,Tor Science Fiction,Paperback,320,1988,1987,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01",Science Fiction|10;Fiction|7
7923163,Mogworld,Yahtzee Croshaw,"Croshaw, Yahtzee",,1595825290,9781595825292,3,3.89,Dark Horse Books,Mass Market Paperback,413,2010,2010,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Fantasy|430;Humor|91;Fiction|81;Humor,Comedy|48;Science Fiction|41"
3405948,"Intrepid (Kris Longknife, #6)",Mike Shepherd,"Shepherd, Mike",,0441016510,9780441016518,3,4.04,Ace,Paperback,352,2008,2008,2010/01/01,2014/08/04,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|106;Space,Space Opera|36;War,Military Fiction|23;Science Fiction,Military Science Fiction|20"
993916,"Audacious (Kris Longknife, #5)",Mike Shepherd,"Shepherd, Mike",,0441015417,9780441015412,3,4.05,Ace,Paperback,373,2007,2007,2010/01/01,2014/08/04,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|116;Space,Space Opera|37;War,Military Fiction|27;Science Fiction,Military Science Fiction|21"
129580,"Resolute (Kris Longknife, #4)",Mike Shepherd,"Shepherd, Mike",,0441014534,9780441014538,4,4.03,Ace,Paperback,352,2006,2006,2010/01/01,2014/08/04,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|118;Space,Space Opera|39;War,Military Fiction|29;Science Fiction,Military Science Fiction|21;Fiction|12"
129581,"Defiant (Kris Longknife, #3)",Mike Shepherd,"Shepherd, Mike",,044101349X,9780441013494,4,4.02,Ace,Paperback,400,2005,2005,2010/01/01,2014/08/04,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|127;Space,Space Opera|43;War,Military Fiction|31;Science Fiction,Military Science Fiction|26;Fiction|15;Science Fiction Fantasy|10;Space|7;Fantasy|5;War|5;Action|4"
993910,"Deserter (Kris Longknife, #2)",Mike Shepherd,"Shepherd, Mike",,0441012272,9780441012275,4,3.97,Ace,Paperback,346,2004,2004,2010/01/01,2014/08/04,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|138;Space,Space Opera|44;War,Military Fiction|31;Science Fiction,Military Science Fiction|26;Fiction|18"
129582,"Mutineer (Kris Longknife, #1)",Mike Shepherd,"Shepherd, Mike",,044101142X,9780441011421,4,3.88,Ace,Paperback,389,2004,2004,2010/01/01,2014/08/04,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|256;Space,Space Opera|78;War,Military Fiction|47;Science Fiction,Military Science Fiction|31;Fiction|31"
112292,"Dauntless (The Lost Fleet, #1)",Jack Campbell,"Campbell, Jack",,0441014186,9780441014187,3,3.95,Ace Books,Mass Market Paperback,293,2006,2006,2010/01/01,2014/05/09,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|985;Space,Space Opera|198;Fiction|159;War,Military Fiction|152"
96594,"Fearless (The Lost Fleet, #2)",Jack Campbell,"Campbell, Jack",,0441014763,9780441014767,3,3.98,Ace,Mass Market Paperback,295,2007,2007,2010/01/01,2014/05/09,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|596;Space,Space Opera|111;War,Military Fiction|102;Fiction|78"
1372055,"Courageous (The Lost Fleet, #3)",Jack Campbell,"Campbell, Jack",,0441015670,9780441015672,3,3.97,Scholastic US,Mass Market Paperback,299,2007,2007,2010/01/01,2014/05/09,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|432;Space,Space Opera|102;War,Military Fiction|88;Fiction|74;Science Fiction,Military Science Fiction|52"
2341319,"Valiant (The Lost Fleet, #4)",Jack Campbell,"Campbell, Jack",,0441016197,9780441016198,3,3.99,Ace,Mass Market Paperback,284,2008,2008,2010/01/01,2014/05/09,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|388;Space,Space Opera|91;War,Military Fiction|84;Fiction|63"
5292173,"Relentless (The Lost Fleet, #5)",Jack Campbell,"Campbell, Jack",,0441017088,9780441017089,3,4.06,Ace,Paperback,336,2009,2009,2010/01/01,2014/05/09,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|431;Space,Space Opera|94;War,Military Fiction|80;Fiction|60;Science Fiction,Military Science Fiction|53"
7200884,"Victorious (The Lost Fleet, #6)",Jack Campbell,"Campbell, Jack",,0441018696,9780441018697,3,4.09,Ace,Paperback,352,2010,2010,2010/01/01,2014/05/09,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|433;Space,Space Opera|92;War,Military Fiction|91;Fiction|60"
297858,"Conqueror (The General, #3-5)",David Drake,"Drake, David",S.M. Stirling,074343594X,9780743435949,0,4.22,Baen Books,Hardcover,633,2003,2003,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|20;Science Fiction,Military Science Fiction|7;Fiction|7;Fantasy|6;War|5"
57011,"Fortress of Ice (Fortress, #5)",C.J. Cherryh,"Cherryh, C.J.",,0380979047,9780380979042,4,3.83,Harper Voyager,Hardcover,416,2006,2006,2010/01/01,2013/09/26,,,read,,,,1,,,0,,,,,,",2010-01-01",Fantasy|132;Fiction|17;Science Fiction Fantasy|7
57069,"Fortress of Dragons (Fortress, #4)",C.J. Cherryh,"Cherryh, C.J.",,0061020443,9780061020445,4,3.93,Harper Voyager,Paperback,576,2001,2000,2010/01/01,2013/09/26,,,read,,,,1,,,0,,,,,,",2010-01-01",Fantasy|172;Fiction|26;Science Fiction|10;Science Fiction Fantasy|9
57014,"Invader (Foreigner, #2)",C.J. Cherryh,"Cherryh, C.J.",,0886776872,9780886776879,5,4.17,DAW,Paperback,456,1996,1996,2010/01/01,2013/09/26,,,read,,,,1,,,1,,,unspecified,,,",2010-01-01",Science Fiction|285;Fiction|69
57043,"Foreigner (Foreigner, #1)",C.J. Cherryh,"Cherryh, C.J.",,0756402514,9780756402518,5,3.93,DAW,Mass Market Paperback,428,2004,1994,2010/01/01,2013/09/26,,,read,,,,1,,,1,,,unspecified,,,",2010-01-01",Science Fiction|583;Fiction|146;Fantasy|56
57015,"Inheritor (Foreigner, #3)",C.J. Cherryh,"Cherryh, C.J.",,0886777283,9780886777289,5,4.19,DAW,Paperback,464,1997,1996,2010/01/01,2013/09/26,,,read,,,,1,,,1,,,unspecified,,,",2010-01-01",Science Fiction|142;Fiction|67
57013,"Explorer (Foreigner, #6)",C.J. Cherryh,"Cherryh, C.J.",,0756401313,9780756401313,5,4.29,DAW Books Inc,Mass Market Paperback,528,2003,2002,2010/01/01,2013/09/26,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|106;Fiction|48;Space,Space Opera|18"
57065,"Precursor (Foreigner, #4)",C.J. Cherryh,"Cherryh, C.J.",,0886779103,9780886779108,5,4.22,Daw Books,Paperback,464,2000,1999,2010/01/01,2013/09/26,,,read,,,,1,,,1,,,unspecified,,,",2010-01-01","Science Fiction|203;Fiction|51;Space,Space Opera|15"
57012,"Defender (Foreigner, #5)",C.J. Cherryh,"Cherryh, C.J.",,0756400201,9780756400200,5,4.19,DAW,Paperback,464,2002,2001,2010/01/01,2013/09/26,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|166;Fiction|42;Space,Space Opera|14;Fantasy|11;Science Fiction,Aliens|10;Science Fiction Fantasy|9;Speculative Fiction|5;Space|4;Adult|3;Sci Fi Fantasy|2"
5301856,"Conspirator (Foreigner, #10)",C.J. Cherryh,"Cherryh, C.J.",,075640570X,9780756405700,5,4.26,DAW,Hardcover,370,2009,2009,2010/01/01,2013/09/26,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|109;Fiction|21;Fantasy|14;Space,Space Opera|11"
7145258,"Deceiver (Foreigner, #11)",C.J. Cherryh,"Cherryh, C.J.",,0756406013,9780756406011,5,4.28,DAW,Hardcover,355,2010,2010,2010/01/01,2013/09/26,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|103;Fiction|19;Fantasy|12;Science Fiction,Aliens|10;Space,Space Opera|9;Science Fiction Fantasy|9;Speculative Fiction|4;Science Fiction,Planetary Romance|3;Adult|2;Sci Fi Fantasy|2"
8705637,Betrayer (Foreigner #12),C.J. Cherryh,"Cherryh, C.J.",,0756406544,9780756406547,5,4.3,DAW,Hardcover,328,2011,2011,2010/01/01,2013/09/26,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|104;Fiction|22;Fantasy|13;Space,Space Opera|8;Science Fiction Fantasy|8;Science Fiction,Aliens|7;Speculative Fiction|5;Politics|3;Science Fiction,Planetary Romance|3;Adult|2"
11729275,"Intruder (Foreigner, #13)",C.J. Cherryh,"Cherryh, C.J.",,075640715X,9780756407155,5,4.3,DAW Hardcover,Hardcover,374,2012,2012,2010/01/01,2013/09/26,,,read,,,,1,,,0,,,,,,",2010-01-01",Science Fiction|99;Fiction|23;Fantasy|11
15808619,"Protector (Foreigner, #14)",C.J. Cherryh,"Cherryh, C.J.",,0756407982,9780756407988,5,4.31,DAW,Hardcover,384,2013,2013,2010/01/01,2013/09/26,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|95;Fiction|21;Science Fiction,Aliens|10"
772606,"Valor's Choice (Confederation, #1)",Tanya Huff,"Huff, Tanya",,0886778964,9780886778965,0,3.99,DAW,Mass Market Paperback,416,2000,2000,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|422;Space,Space Opera|99;War,Military Fiction|84;Fiction|63"
338128,"The Better Part of Valor (Confederation, #2)",Tanya Huff,"Huff, Tanya",,0756400627,9780756400620,0,4.06,DAW,Mass Market Paperback,416,2002,2002,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|262;War,Military Fiction|62;Space,Space Opera|51;Fiction|36"
2305391,"Valor's Trial (Confederation, #4)",Tanya Huff,"Huff, Tanya",,0756404797,9780756404796,0,4.11,DAW Hardcover,Hardcover,368,2008,2008,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|239;War,Military Fiction|58;Space,Space Opera|40;Fiction|27"
176410,"The Heart of Valor (Confederation, #3)",Tanya Huff,"Huff, Tanya",,0756404355,9780756404352,0,4.07,DAW Hardcover,Hardcover,368,2007,2007,2010/01/01,2015/08/30,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|209;War,Military Fiction|69;Space,Space Opera|50;Fiction|37"
98046,"Gridlinked (Agent Cormac #1, Polity Universe #3)",Neal Asher,"Asher, Neal",,0765349051,9780765349057,4,3.97,Tor Science Fiction,Paperback,423,2004,2001,2010/01/01,2014/05/09,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|445;Space,Space Opera|68;Fiction|62;Science Fiction,Cyberpunk|46"
511227,"The Line Of Polity (Agent Cormac, #2)",Neal Asher,"Asher, Neal",,0330484354,9780330484350,4,4.13,Tor Books,Mass Market Paperback,663,2004,2003,2010/01/01,2014/05/09,,,read,,,,1,,,0,,,,,,",2010-01-01","Science Fiction|227;Space,Space Opera|37;Fiction|28"
